city_ascii,country,population
Villa Park,United States,21836
Wheeling,United States,38562
Bethalto,United States,9327
North Riverside,United States,6564
Kewanee,United States,12416
Franklin Park,United States,18012
Highwood,United States,5325
East Peoria,United States,22739
Gilberts,United States,8073
Crest Hill,United States,21175
Winfield,United States,9685
Lincoln,United States,17360
Blue Island,United States,23361
Glendale Heights,United States,34058
Alton,United States,80462
La Grange Park,United States,13433
Decatur,United States,88997
Romeoville,United States,39632
Matteson,United States,19418
Paris,United States,8431
Evergreen Park,United States,19542
Worth,United States,10661
Norridge,United States,14437
Buffalo Grove,United States,41226
Creve Coeur,United States,5194
Manteno,United States,9021
North Aurora,United States,18245
Aurora,United States,200965
Macomb,United States,18889
Harvard,United States,9659
Hoffman Estates,United States,51567
Rockford,United States,285562
Carlinville,United States,5584
Sugar Grove,United States,9830
Round Lake Park,United States,7704
Mount Carmel,United States,6987
Glen Carbon,United States,12985
Monmouth,United States,9293
Inverness,United States,7508
Mount Prospect,United States,53930
Round Lake Beach,United States,284607
Staunton,United States,5950
Eureka,United States,5614
Bloomington,United States,134892
Lake in the Hills,United States,28936
Beardstown,United States,5951
Country Club Hills,United States,16564
Western Springs,United States,13479
Olney,United States,9002
Des Plaines,United States,58193
Palatine,United States,68644
Belvidere,United States,25181
Cary,United States,17885
Chester,United States,8378
Darien,United States,22061
Roselle,United States,22794
Greenville,United States,6738
Woodstock,United States,25833
Mahomet,United States,12941
Lake Forest,United States,19612
North Chicago,United States,29842
Highland,United States,11421
Pingree Grove,United States,8165
Grayslake,United States,20957
Geneva,United States,22010
Jacksonville,United States,21512
Barrington,United States,10297
Fox Lake,United States,10554
Winthrop Harbor,United States,6745
O'Fallon,United States,29272
Fort Valley,United States,9515
Buford,United States,14868
Richmond Hill,United States,12632
Atlanta,United States,5228750
Sugar Hill,United States,23180
Swainsboro,United States,7684
Toccoa,United States,10647
Sylvester,United States,6350
Cedartown,United States,12744
Wrightsville,United States,5750
Cochran,United States,6024
Moultrie,United States,18536
Milledgeville,United States,31254
Pooler,United States,23816
Canton,United States,27936
Vidalia,United States,13456
Acworth,United States,22698
Johns Creek,United States,84350
Valdosta,United States,79294
Norcross,United States,16845
Morrow,United States,7473
Byron,United States,5170
Statesboro,United States,40090
Tyrone,United States,7336
Dunwoody,United States,49609
Hartwell,United States,5883
Centerville,United States,7716
Peachtree City,United States,35262
Calhoun,United States,33029
Cornelia,United States,19046
Locust Grove,United States,6715
Carrollton,United States,47140
Summerville,United States,10478
Alpharetta,United States,65799
Snellville,United States,19738
Barnesville,United States,6908
Duluth,United States,29463
Braselton,United States,10947
Loganville,United States,12062
Covington,United States,14044
Marietta,United States,61048
Augusta,United States,389383
Rome,United States,60966
Woodstock,United States,31564
Brookhaven,United States,53518
Savannah,United States,280082
Rockmart,United States,7772
Jefferson,United States,12330
Stonecrest,United States,54471
Kennesaw,United States,34344
Commerce,United States,6965
Hinesville,United States,51001
Port Wentworth,United States,8534
Jesup,United States,12090
Fairburn,United States,15520
Folkston,United States,11138
Winder,United States,43583
Dacula,United States,6190
Stockbridge,United States,29114
Fort Oglethorpe,United States,9831
Waycross,United States,24367
Flowery Branch,United States,7477
Auburn,United States,7622
Douglasville,United States,33675
Americus,United States,17266
Chamblee,United States,29428
Decatur,United States,23832
Elberton,United States,5515
Union City,United States,21370
Grovetown,United States,14109
Monroe,United States,16153
Cordele,United States,11947
McDonough,United States,24755
Newnan,United States,38909
Tucker,United States,36130
Powder Springs,United States,15052
Fitzgerald,United States,11211
Dublin,United States,20493
Bremen,United States,6725
Warner Robins,United States,149617
Dalton,United States,86841
Sandy Springs,United States,106739
Jackson,United States,5271
Holly Springs,United States,11935
Villa Rica,United States,15345
Rincon,United States,13572
Suwanee,United States,19549
Thomson,United States,8309
La Grange,United States,35918
Forest Park,United States,19823
Austell,United States,7215
Dallas,United States,13237
Peachtree Corners,United States,43268
Baxley,United States,5578
Waynesboro,United States,5574
Montezuma,United States,6138
Kingsland,United States,17077
Douglas,United States,13960
Fayetteville,United States,17802
Cleveland,United States,5025
Doraville,United States,10540
Athens,United States,140169
Cumming,United States,6284
Lovejoy,United States,6849
LaFayette,United States,7444
Garden City,United States,8970
Hampton,United States,7732
Clarkston,United States,12848
Smyrna,United States,56685
Albany,United States,90515
Griffin,United States,22770
Conyers,United States,16015
Saint Marys,United States,36447
Stone Mountain,United States,6368
Lilburn,United States,12700
Cartersville,United States,55794
Dahlonega,United States,6432
Jasper,United States,6206
Cairo,United States,9244
Perry,United States,16684
Gainesville,United States,156248
East Point,United States,35282
College Park,United States,14959
Brunswick,United States,54017
Sandersville,United States,6867
Columbus,United States,259160
Forsyth,United States,5173
Cusseta,United States,10343
Thomasville,United States,24271
Tifton,United States,24314
Eastman,United States,6220
Lawrenceville,United States,29873
Bainbridge,United States,11558
Thomaston,United States,13764
Camilla,United States,6511
Springfield,United States,5072
Milton,United States,38924
Riverdale,United States,16439
Adel,United States,6964
Roswell,United States,94786
Hapeville,United States,6581
Brownsburg,United States,25911
Wabash,United States,9877
Charlestown,United States,7496
Whitestown,United States,8179
Batesville,United States,7831
Huntertown,United States,6729
McCordsville,United States,6838
Goshen,United States,33220
Griffith,United States,16152
Jeffersonville,United States,47383
Lebanon,United States,15577
Hammond,United States,76618
Terre Haute,United States,92722
Corydon,United States,5532
LaPorte,United States,21681
Scottsburg,United States,11416
Munster,United States,22717
Richmond,United States,42508
Gas City,United States,5805
Columbus,United States,58771
Seymour,United States,23031
South Bend,United States,281100
Attica,United States,5036
West Lafayette,United States,46269
Dyer,United States,15941
Clinton,United States,6202
Greenfield,United States,22094
Plainfield,United States,32865
Syracuse,United States,7068
Columbia City,United States,9535
Lowell,United States,10253
North Manchester,United States,5761
Bluffton,United States,10085
Monticello,United States,8468
Fort Wayne,United States,328564
Avon,United States,17568
Martinsville,United States,13022
Bargersville,United States,7457
Gary,United States,76008
Frankfort,United States,16079
Peru,United States,12643
Ellettsville,United States,6677
Marion,United States,41165
Chesterton,United States,13503
Westfield,United States,39493
Angola,United States,11252
Valparaiso,United States,33376
Huntington,United States,17886
Brazil,United States,8078
Winfield,United States,5684
Elkhart,United States,148131
Carmel,United States,92198
Huntingburg,United States,5562
Kokomo,United States,79099
Auburn,United States,22457
Crown Point,United States,29625
New Whiteland,United States,6092
Danville,United States,9819
Connersville,United States,14646
Decatur,United States,10613
Lafayette,United States,159293
Boonville,United States,6348
East Chicago,United States,28215
Clarksville,United States,21694
Tell City,United States,9668
Fishers,United States,91832
Bedford,United States,14845
Zionsville,United States,26710
Noblesville,United States,61882
New Albany,United States,36461
Shelbyville,United States,20663
Rochester,United States,7041
Yorktown,United States,11199
Crawfordsville,United States,18305
Anderson,United States,86481
Evansville,United States,232285
Saint John,United States,17259
Nappanee,United States,7135
Sellersburg,United States,8860
Speedway,United States,12140
Logansport,United States,20809
Princeton,United States,8602
Winona Lake,United States,5149
Portage,United States,36672
Westville,United States,5753
Salem,United States,6391
Cumberland,United States,5683
Hartford City,United States,5733
Mishawaka,United States,49177
Berne,United States,5677
Tipton,United States,6522
Portland,United States,5929
Vincennes,United States,20501
North Vernon,United States,11352
Bloomington,United States,114959
Greenwood,United States,57375
Alexandria,United States,5015
Lawrenceburg,United States,12956
Washington,United States,13117
Jasper,United States,16262
Garrett,United States,6364
Greensburg,United States,11971
Muncie,United States,88688
Merrillville,United States,34871
Beech Grove,United States,14795
Mooresville,United States,9641
Indianapolis,United States,1564699
Michigan City,United States,65144
Madison,United States,17981
Rushville,United States,6425
Plymouth,United States,12406
Cedar Lake,United States,12470
Greencastle,United States,10834
Linton,United States,5636
Lake Station,United States,11965
Lawrence,United States,48704
Schererville,United States,28633
Kendallville,United States,10383
Hobart,United States,28255
Franklin,United States,25089
Highland,United States,22585
Union City,United States,5257
Mount Vernon,United States,6813
Rensselaer,United States,6067
New Castle,United States,21855
